Customer_ID,Age,Gender,Income_Level,Marital_Status,Education_Level,Occupation,Location,Purchase_Category,Purchase_Amount,Frequency_of_Purchase,Purchase_Channel,Brand_Loyalty,Product_Rating,Time_Spent_on_Product_Research(hours),Social_Media_Influence,Discount_Sensitivity,Return_Rate,Customer_Satisfaction,Engagement_with_Ads,Device_Used_for_Shopping,Payment_Method,Time_of_Purchase,Discount_Used,Customer_Loyalty_Program_Member,Purchase_Intent,Shipping_Preference,Time_to_Decision,Spending_Per_Age
86-359-7320,43,Female,Middle,Widowed,Master's,Middle,Phu Loc,Toys & Games,136.1,5,In-Store,3,5,2.0,Low,Very Sensitive,0,2,High,Tablet,Debit Card,2/27/2024,False,True,Planned,Express,14,3.165116279069767
27-111-2242,40,Bigender,High,Single,Bachelor's,Middle,Jembangan,Electronics,249.02,11,Mixed,3,2,0.3,Medium,Not Sensitive,1,1,Medium,Smartphone,PayPal,10/1/2024,True,True,Planned,Express,14,6.2255
84-538-0238,19,Male,Middle,Divorced,High School,Middle,Harhorin,Office Supplies,466.74,7,In-Store,3,4,0.2,Medium,Not Sensitive,2,3,High,Tablet,Debit Card,12/11/2024,True,True,Need-based,Express,5,24.565263157894737
04-660-2742,46,Agender,High,Married,High School,High,Meijiang,Animal Feed,229.3,6,In-Store,4,5,2.0,,Somewhat Sensitive,0,6,,Smartphone,Other,11/25/2024,False,False,Planned,Express,6,4.984782608695652
96-496-9833,30,Female,High,Single,High School,High,Lañgub,Packages),450.52,8,Online,2,2,0.2,High,Somewhat Sensitive,0,6,Low,Desktop,PayPal,1/13/2024,True,True,Need-based,No Preference,8,15.017333333333333
27-672-6081,35,Male,High,Divorced,Bachelor's,Middle,Bangbayang,Groceries,246.44,4,Mixed,3,1,1.0,Medium,Somewhat Sensitive,0,3,Medium,Smartphone,Debit Card,9/17/2024,False,True,Wants-based,No Preference,5,7.041142857142857
66-033-0540,34,Male,High,Widowed,High School,Middle,Stěbořice,Home Appliances,93.52,2,Online,1,5,1.0,,Somewhat Sensitive,1,2,High,Desktop,PayPal,8/12/2024,False,True,Planned,No Preference,12,2.7505882352941176
99-643-9845,28,Female,Middle,Married,High School,High,Banturkrajan,Groceries,137.75,6,Online,3,3,2.0,High,Very Sensitive,0,1,Medium,Smartphone,Cash,9/9/2024,False,True,Need-based,No Preference,4,4.919642857142857
27-571-9402,44,Female,Middle,Married,Master's,Middle,São Torcato,Home Appliances,78.64,5,Mixed,3,4,2.0,High,Somewhat Sensitive,0,3,High,Tablet,PayPal,5/26/2024,True,False,Planned,Standard,12,1.7872727272727273
10-430-5821,25,Male,High,Divorced,Master's,Middle,Kapan,Software & Apps,214.82,9,Mixed,5,4,0.3,,Very Sensitive,1,9,Medium,Tablet,Other,11/9/2024,True,False,Planned,No Preference,11,8.5928
36-835-7445,45,Male,Middle,Married,Bachelor's,High,Văn Giang,Mobile Accessories,57.39,3,Mixed,2,5,0.25,,Somewhat Sensitive,0,10,Medium,Desktop,Credit Card,7/19/2024,False,False,Impulsive,Standard,3,1.2753333333333334
41-602-4042,47,Female,High,Single,High School,Middle,Oslo,Beauty & Personal Care,363.91,10,Online,1,1,0.3,Medium,Very Sensitive,0,2,Low,Smartphone,Cash,1/7/2024,True,True,Planned,Standard,9,7.742765957446809
63-743-6962,39,Male,Middle,Single,High School,Middle,Tanushimarumachi-toyoki,Travel & Leisure (Flights,304.79,12,In-Store,2,4,2.0,Low,Somewhat Sensitive,1,9,High,Desktop,Other,1/7/2024,True,True,Wants-based,Standard,10,7.815128205128206
66-772-9922,32,Male,High,Divorced,High School,Middle,Kazo,Jewelry & Accessories,363.98,4,Online,4,4,1.0,,Somewhat Sensitive,2,7,,Tablet,PayPal,5/27/2024,True,True,Planned,Express,1,11.374375
23-246-5927,47,Male,Middle,Widowed,Bachelor's,High,Rawa Mazowiecka,Books,249.6,7,Mixed,4,1,1.0,Low,Somewhat Sensitive,2,7,High,Smartphone,Debit Card,5/11/2024,True,False,Wants-based,Standard,11,5.31063829787234
74-022-7557,19,Male,High,Married,Bachelor's,Middle,Wŏnsan,Electronics,345.04,12,In-Store,1,5,1.0,Low,Somewhat Sensitive,0,8,Medium,Tablet,Credit Card,10/16/2024,True,True,Planned,Express,13,18.16
78-214-5658,48,Female,Middle,Single,High School,High,Villavicencio,Arts & Crafts,59.15,3,In-Store,4,2,1.0,,Not Sensitive,0,1,High,Desktop,Debit Card,4/19/2024,False,False,Need-based,Standard,8,1.2322916666666666
25-286-8786,27,Male,High,Single,Master's,High,Berlin,Home Appliances,461.81,12,Mixed,4,3,0.0,Medium,Very Sensitive,0,8,Low,Desktop,Other,6/7/2024,True,False,Wants-based,No Preference,8,17.104074074074074
55-955-9889,31,Female,High,Divorced,Bachelor's,High,Wailang,Health Care,280.88,4,Mixed,3,4,1.0,High,Not Sensitive,0,2,High,Smartphone,Credit Card,5/5/2024,True,True,Planned,No Preference,2,9.060645161290322
34-237-3943,44,Male,Middle,Married,Master's,Middle,Fangshan,Luxury Goods,283.7,8,Mixed,2,5,1.0,Medium,Not Sensitive,1,3,Low,Smartphone,Cash,2/29/2024,False,False,Impulsive,Express,8,6.447727272727272
19-386-9088,24,Female,High,Widowed,High School,Middle,Tallahassee,Luxury Goods,411.95,10,In-Store,5,3,1.0,,Not Sensitive,0,4,,Smartphone,PayPal,12/18/2024,True,True,Impulsive,Standard,5,17.164583333333333
16-583-2801,32,Female,Middle,Widowed,Master's,Middle,Anchorage,Gardening & Outdoors,476.11,5,In-Store,1,4,1.0,,Very Sensitive,2,10,High,Desktop,Debit Card,10/29/2024,True,False,Wants-based,Standard,1,14.8784375
83-752-5439,28,Female,Middle,Married,Master's,High,Mulhouse,Gardening & Outdoors,399.24,7,In-Store,4,2,1.0,Medium,Very Sensitive,1,2,Medium,Smartphone,Debit Card,6/21/2024,False,False,Need-based,Standard,10,14.258571428571429
25-485-2023,26,Male,Middle,Divorced,Master's,Middle,Tangkilsari,Jewelry & Accessories,90.79,12,In-Store,4,1,2.0,Medium,Somewhat Sensitive,0,2,Medium,Tablet,Other,9/16/2024,False,False,Planned,No Preference,6,3.491923076923077
90-822-7664,38,Female,Middle,Married,Master's,Middle,San Carlos,Animal Feed,229.56,9,Online,1,2,1.0,,Somewhat Sensitive,0,9,Low,Tablet,PayPal,1/14/2024,True,True,Need-based,No Preference,11,6.041052631578947
22-039-6819,28,Female,Middle,Divorced,High School,Middle,Queluz,Sports & Outdoors,160.47,7,Mixed,1,5,0.0,,Not Sensitive,0,3,,Smartphone,Debit Card,3/17/2024,True,False,Wants-based,No Preference,6,5.731071428571428
50-395-1941,30,Genderqueer,High,Married,High School,High,Särkisalo,Software & Apps,104.74,6,Online,2,4,2.0,,Very Sensitive,0,4,Low,Smartphone,PayPal,9/22/2024,False,False,Impulsive,No Preference,1,3.491333333333333
99-771-9310,37,Female,High,Widowed,Master's,Middle,Vitoria-Gasteiz,Food & Beverages,399.95,10,In-Store,2,1,0.0,Low,Not Sensitive,1,2,High,Smartphone,Cash,3/7/2024,True,False,Need-based,Express,10,10.80945945945946
18-518-0140,47,Female,High,Divorced,Bachelor's,Middle,Coro,Baby Products,337.33,8,In-Store,1,4,1.0,,Somewhat Sensitive,0,5,Medium,Desktop,Debit Card,11/25/2024,False,False,Planned,Express,10,7.1772340425531915
57-000-8646,41,Female,High,Widowed,Master's,Middle,Purwa,Jewelry & Accessories,204.83,6,In-Store,5,1,0.0,High,Very Sensitive,1,5,Medium,Smartphone,Debit Card,4/22/2024,True,False,Wants-based,Standard,5,4.995853658536586
81-926-9297,22,Female,Middle,Widowed,Master's,High,Gävle,Packages),193.94,11,Mixed,4,1,0.0,,Not Sensitive,0,3,High,Desktop,Other,8/9/2024,False,False,Wants-based,Standard,9,8.815454545454545
53-070-2625,46,Male,High,Married,Master's,Middle,Embu Guaçu,Mobile Accessories,460.37,10,Online,5,4,2.0,Low,Very Sensitive,2,7,High,Desktop,Credit Card,7/13/2024,True,True,Wants-based,Express,12,10.00804347826087
63-217-7638,34,Non-binary,Middle,Single,Bachelor's,Middle,Colima,Arts & Crafts,297.29,9,Online,5,4,2.0,,Not Sensitive,0,9,Low,Smartphone,Cash,1/1/2024,True,True,Need-based,Standard,3,8.743823529411765
64-120-6212,31,Male,Middle,Single,Bachelor's,Middle,Fubin,Books,389.47,4,In-Store,5,3,2.0,Low,Not Sensitive,1,9,High,Desktop,Credit Card,2/11/2024,True,True,Wants-based,Standard,6,12.563548387096775
01-404-3425,38,Male,High,Single,Master's,High,Talshand,Home Appliances,370.05,11,Mixed,5,3,0.0,Medium,Very Sensitive,1,10,High,Smartphone,Cash,10/30/2024,True,True,Impulsive,No Preference,10,9.738157894736842
68-971-6148,45,Male,High,Single,Master's,Middle,Palampal,Jewelry & Accessories,462.24,2,Mixed,4,5,0.0,Low,Not Sensitive,2,1,,Smartphone,Other,3/19/2024,True,True,Wants-based,Express,13,10.272
22-053-4627,30,Female,High,Married,High School,High,Kamárai,Food & Beverages,472.53,11,Online,4,1,1.0,Medium,Somewhat Sensitive,2,7,Medium,Smartphone,Debit Card,4/30/2024,False,False,Wants-based,Express,4,15.751
09-258-0424,45,Female,Middle,Married,High School,Middle,Ettelbruck,Home Appliances,407.29,3,In-Store,5,5,0.0,Low,Not Sensitive,0,5,Low,Tablet,Other,11/25/2024,False,False,Planned,Express,3,9.05088888888889
56-782-9001,18,Male,High,Married,Bachelor's,High,Cawayan,Mobile Accessories,135.65,8,Online,4,1,1.0,Low,Very Sensitive,0,9,,Desktop,Other,2/16/2024,False,False,Impulsive,Standard,14,7.536111111111111
05-506-7216,36,Male,High,Single,Bachelor's,Middle,Don Carlos,Animal Feed,352.35,4,Online,2,2,0.0,Low,Very Sensitive,1,1,Low,Smartphone,Credit Card,6/20/2024,False,False,Planned,Express,14,9.787500000000001
47-356-9730,25,Female,High,Single,High School,High,Seleuš,Books,441.73,12,Online,1,4,2.0,Low,Somewhat Sensitive,0,8,Medium,Smartphone,Credit Card,2/4/2024,True,False,Planned,Standard,8,17.6692
42-898-6421,21,Female,High,Divorced,High School,Middle,Cervantes,Luxury Goods,105.95,12,Mixed,1,4,2.0,Low,Very Sensitive,1,7,Medium,Desktop,Cash,8/4/2024,False,False,Impulsive,Standard,11,5.045238095238095
17-364-8685,26,Male,High,Single,Master's,High,Ebebiyin,Groceries,351.54,11,Mixed,1,3,2.0,,Somewhat Sensitive,0,8,,Tablet,PayPal,3/21/2024,True,False,Planned,Express,12,13.52076923076923
13-618-9438,40,Male,High,Divorced,Bachelor's,High,Chuquitira,Home Appliances,321.26,12,Online,4,1,0.0,,Very Sensitive,0,6,,Desktop,Debit Card,6/13/2024,False,False,Need-based,Standard,14,8.0315
32-457-2982,47,Female,High,Divorced,High School,Middle,Proletarsk,Animal Feed,421.5,11,Online,5,1,2.0,Low,Somewhat Sensitive,0,8,,Desktop,PayPal,4/4/2024,True,True,Need-based,Express,3,8.96808510638298
43-386-2489,27,Bigender,High,Widowed,High School,Middle,Naghalin,Food & Beverages,253.29,6,Mixed,3,2,2.0,,Somewhat Sensitive,1,4,,Desktop,PayPal,5/2/2024,True,False,Planned,Standard,8,9.38111111111111
67-438-2378,29,Female,Middle,Divorced,High School,High,Honolulu,Jewelry & Accessories,217.62,3,Online,5,2,1.0,High,Very Sensitive,2,3,Low,Smartphone,PayPal,2/14/2024,False,True,Impulsive,No Preference,5,7.504137931034483
65-431-1264,21,Male,Middle,Single,Bachelor's,High,Dhalie,Books,226.04,11,Online,4,1,1.0,,Very Sensitive,0,9,Medium,Desktop,PayPal,5/14/2024,True,False,Wants-based,Express,12,10.763809523809524
73-367-8478,41,Genderfluid,High,Single,Bachelor's,High,Giesteira,Packages),52.79,4,Online,2,2,0.0,Low,Not Sensitive,1,7,,Tablet,Debit Card,2/6/2024,True,True,Impulsive,Express,4,1.2875609756097561
84-162-8799,43,Male,Middle,Widowed,High School,High,Khilok,Jewelry & Accessories,385.08,7,In-Store,2,4,1.0,High,Somewhat Sensitive,1,1,Low,Tablet,Debit Card,11/12/2024,False,True,Impulsive,No Preference,1,8.955348837209302
51-546-9992,33,Male,High,Widowed,Master's,Middle,Cimara,Hotels,181.1,2,Online,2,5,2.0,Low,Not Sensitive,2,7,Low,Tablet,Credit Card,12/26/2024,False,False,Impulsive,No Preference,5,5.487878787878787
89-189-3295,23,Female,Middle,Single,Master's,Middle,Vereshchagino,Office Supplies,246.41,7,In-Store,2,4,0.0,,Somewhat Sensitive,2,8,Low,Smartphone,Cash,10/1/2024,True,False,Need-based,Standard,11,10.713478260869564
45-776-7217,37,Female,Middle,Divorced,Bachelor's,High,Binagadi,Baby Products,140.87,8,In-Store,3,3,2.0,Low,Not Sensitive,2,7,Medium,Tablet,Other,3/3/2024,True,False,Impulsive,No Preference,9,3.8072972972972976
71-354-5174,34,Female,High,Single,Master's,High,Tsuen Wan,Software & Apps,151.25,2,In-Store,2,5,0.0,Medium,Somewhat Sensitive,1,8,Medium,Tablet,Debit Card,4/20/2024,True,False,Planned,No Preference,10,4.448529411764706
05-975-6985,27,Male,High,Divorced,Master's,Middle,Banjar Batanpoh,Hotels,171.52,3,Mixed,5,5,2.0,Medium,Very Sensitive,1,9,Medium,Smartphone,Cash,8/21/2024,True,True,Planned,Standard,12,6.352592592592593
42-859-2475,40,Male,Middle,Widowed,Master's,High,Yenakiyeve,Sports & Outdoors,399.56,10,Online,4,2,1.0,Low,Not Sensitive,0,4,Medium,Desktop,Cash,10/21/2024,True,True,Need-based,No Preference,1,9.989
34-094-1923,40,Female,Middle,Widowed,Master's,Middle,San Ramon,Sports & Outdoors,173.46,4,Mixed,5,3,1.0,,Not Sensitive,0,9,Medium,Smartphone,PayPal,4/11/2024,False,True,Wants-based,No Preference,2,4.3365
57-797-8139,43,Male,High,Widowed,Bachelor's,High,Sakété,Toys & Games,332.14,10,Online,4,4,0.0,Low,Somewhat Sensitive,1,2,,Desktop,PayPal,2/9/2024,True,True,Planned,No Preference,13,7.724186046511628
21-048-8669,37,Non-binary,Middle,Single,Bachelor's,Middle,Pantenan,Food & Beverages,247.05,8,In-Store,3,2,1.0,Low,Somewhat Sensitive,1,8,High,Desktop,Cash,5/25/2024,False,False,Wants-based,Standard,2,6.6770270270270276
30-038-8752,49,Male,High,Single,Bachelor's,High,Antrukan,Office Supplies,365.88,10,Mixed,4,5,1.0,,Somewhat Sensitive,1,1,Medium,Tablet,PayPal,4/16/2024,False,False,Wants-based,Express,9,7.466938775510204
06-237-7338,27,Female,Middle,Married,Bachelor's,Middle,Dhahab,Toys & Games,354.92,8,Mixed,5,4,0.0,,Somewhat Sensitive,0,1,,Tablet,Debit Card,2/17/2024,True,True,Wants-based,Express,13,13.145185185185186
71-817-5422,19,Female,High,Single,High School,High,Vetluga,Jewelry & Accessories,195.46,10,Mixed,5,3,2.0,,Not Sensitive,0,10,Low,Tablet,Other,7/7/2024,True,False,Impulsive,Standard,9,10.287368421052632
68-512-0568,40,Female,High,Married,Master's,Middle,Wolfsberg,Books,474.03,7,In-Store,3,1,1.0,Medium,Somewhat Sensitive,0,6,High,Desktop,Other,8/3/2024,True,True,Need-based,Standard,13,11.85075
18-633-9387,27,Male,Middle,Married,Bachelor's,High,San Bautista,Animal Feed,106.96,6,In-Store,3,1,2.0,Low,Not Sensitive,0,7,Medium,Tablet,Debit Card,3/9/2024,True,True,Impulsive,Standard,3,3.9614814814814814
08-977-4418,29,Female,Middle,Married,Master's,High,Reuleuet,Electronics,371.84,9,In-Store,5,4,0.0,,Not Sensitive,2,6,,Tablet,Other,7/28/2024,False,True,Impulsive,Standard,2,12.822068965517241
97-738-8095,45,Polygender,High,Single,Bachelor's,High,Lonpao Dajah,Health Supplements,461.16,8,Mixed,1,4,1.0,High,Not Sensitive,0,3,Medium,Smartphone,Other,2/29/2024,True,True,Planned,Express,14,10.248000000000001
15-421-1255,24,Female,High,Single,High School,Middle,Nanqiao,Books,497.75,11,In-Store,4,1,2.0,,Very Sensitive,2,1,Medium,Smartphone,Cash,7/3/2024,True,False,Wants-based,Express,13,20.739583333333332
92-142-4328,45,Female,Middle,Married,Master's,Middle,San Carlos,Health Care,492.83,5,Online,2,1,0.0,High,Very Sensitive,0,4,High,Tablet,Debit Card,3/2/2024,True,False,Need-based,No Preference,2,10.951777777777778
06-357-6548,39,Female,Middle,Divorced,High School,Middle,Ishikawa,Groceries,295.54,8,Online,3,3,1.0,,Very Sensitive,2,4,Low,Tablet,Cash,7/27/2024,False,False,Planned,Express,14,7.577948717948718
59-261-4453,40,Male,High,Widowed,High School,High,Oguma,Furniture,494.81,9,Mixed,2,4,1.0,Medium,Very Sensitive,1,7,Medium,Tablet,PayPal,5/26/2024,True,True,Need-based,Standard,6,12.37025
35-644-3184,21,Female,High,Single,Master's,Middle,Těšany,Mobile Accessories,160.25,7,Online,2,3,2.0,,Very Sensitive,2,5,High,Desktop,PayPal,3/4/2024,True,True,Need-based,No Preference,12,7.630952380952381
30-528-9105,42,Female,Middle,Married,Master's,High,Aksha,Gardening & Outdoors,198.36,4,Online,1,1,2.0,,Somewhat Sensitive,1,9,,Desktop,Cash,12/13/2024,False,True,Wants-based,Standard,4,4.722857142857143
14-709-8547,44,Female,Middle,Divorced,Bachelor's,High,Lahan Sai,Furniture,82.39,12,In-Store,5,1,1.0,,Somewhat Sensitive,0,8,,Smartphone,Other,2/24/2024,False,False,Planned,Express,1,1.8725
80-508-9866,46,Female,Middle,Married,Master's,High,Estância,Hotels,290.56,3,In-Store,5,1,2.0,,Somewhat Sensitive,1,1,,Desktop,PayPal,3/12/2024,True,False,Wants-based,No Preference,4,6.316521739130435
27-100-0661,29,Male,High,Divorced,Master's,High,Las Lomas,Animal Feed,206.79,5,In-Store,1,3,2.0,High,Very Sensitive,1,2,Low,Tablet,Credit Card,8/21/2024,False,False,Planned,Standard,4,7.1306896551724135
68-488-7343,19,Female,Middle,Married,High School,High,Xiamayu,Baby Products,401.43,8,Mixed,4,2,0.0,,Not Sensitive,0,6,High,Tablet,Other,5/23/2024,True,True,Need-based,No Preference,5,21.127894736842105
63-304-1852,21,Male,High,Widowed,Master's,High,Iñapari,Sports & Outdoors,188.17,9,Online,5,5,0.0,Medium,Not Sensitive,1,5,Low,Desktop,Debit Card,5/26/2024,True,False,Need-based,Standard,9,8.96047619047619
53-843-5619,38,Female,High,Single,High School,High,Orsay,Gardening & Outdoors,83.21,10,Online,4,3,2.0,Low,Somewhat Sensitive,0,4,High,Desktop,Other,3/20/2024,False,False,Impulsive,Standard,7,2.189736842105263
44-786-7696,41,Bigender,Middle,Divorced,Master's,Middle,Zhongying,Gardening & Outdoors,54.74,4,In-Store,1,2,0.0,,Somewhat Sensitive,0,4,Low,Smartphone,PayPal,10/3/2024,True,True,Impulsive,No Preference,14,1.3351219512195123
45-631-4619,49,Female,High,Divorced,Master's,High,Bayḩān,Office Supplies,371.12,8,Online,5,1,2.0,High,Somewhat Sensitive,1,7,Low,Smartphone,PayPal,8/23/2024,False,True,Wants-based,No Preference,8,7.573877551020408
11-850-1953,32,Genderfluid,Middle,Single,High School,Middle,Beizhakou,Packages),293.64,3,In-Store,2,1,2.0,Low,Not Sensitive,2,8,,Tablet,Credit Card,9/17/2024,True,False,Impulsive,Express,5,9.17625
20-421-2544,24,Male,High,Married,High School,High,Kyŏngsŏng,Books,185.83,11,In-Store,4,2,2.0,Low,Not Sensitive,2,9,Medium,Desktop,Other,10/17/2024,False,True,Impulsive,Standard,1,7.742916666666667
37-100-8709,27,Male,High,Divorced,Master's,Middle,Turinsk,Office Supplies,117.13,7,Mixed,1,1,2.0,High,Somewhat Sensitive,1,10,High,Smartphone,Credit Card,8/8/2024,True,True,Planned,Express,6,4.338148148148148
78-361-5100,44,Female,Middle,Married,Master's,High,As Sawdā,Office Supplies,52.24,11,In-Store,3,1,0.0,Low,Not Sensitive,2,4,High,Smartphone,Credit Card,12/12/2024,True,True,Impulsive,Standard,8,1.1872727272727273
67-676-5945,28,Female,High,Married,Bachelor's,High,Legaspi,Baby Products,446.69,7,In-Store,4,5,2.0,Medium,Somewhat Sensitive,1,5,High,Smartphone,Cash,6/12/2024,False,True,Planned,No Preference,13,15.953214285714285
67-639-5838,23,Male,Middle,Married,High School,Middle,Shimorskoye,Packages),216.84,5,In-Store,4,3,1.0,Low,Somewhat Sensitive,1,1,Low,Tablet,PayPal,3/28/2024,False,False,Planned,Express,5,9.427826086956522
51-415-1931,42,Female,High,Divorced,High School,High,Kościelec,Electronics,75.27,7,Mixed,3,4,1.0,,Not Sensitive,2,3,,Desktop,PayPal,12/27/2024,True,True,Impulsive,Express,1,1.792142857142857
96-764-3843,20,Male,Middle,Widowed,Master's,High,Yongfu,Office Supplies,308.87,2,In-Store,3,4,1.0,,Not Sensitive,2,2,,Tablet,Cash,2/24/2024,True,True,Impulsive,Express,11,15.4435
16-730-2056,49,Male,High,Divorced,Master's,Middle,Vinkkilä,Travel & Leisure (Flights,169.77,5,In-Store,1,4,0.0,Medium,Very Sensitive,2,9,,Desktop,Other,6/15/2024,True,True,Wants-based,Standard,7,3.4646938775510208
22-157-2494,19,Male,High,Divorced,High School,High,Revolucion Verde,Toys & Games,289.08,12,Online,2,1,0.0,,Very Sensitive,1,10,Medium,Desktop,Other,8/14/2024,True,True,Wants-based,Standard,7,15.214736842105262
29-341-6463,38,Female,Middle,Single,High School,High,Newton,Travel & Leisure (Flights,74.09,10,Mixed,1,4,2.0,,Somewhat Sensitive,2,9,Low,Tablet,Other,5/15/2024,True,True,Impulsive,Standard,8,1.9497368421052632
64-906-4475,43,Male,High,Married,High School,Middle,Nantang,Travel & Leisure (Flights,201.53,5,Online,2,3,1.0,,Not Sensitive,1,6,High,Tablet,Other,6/1/2024,False,True,Wants-based,No Preference,11,4.6867441860465116
36-340-8494,38,Male,Middle,Divorced,Bachelor's,High,Perugia,Arts & Crafts,244.6,12,Online,4,4,2.0,Medium,Somewhat Sensitive,0,6,,Tablet,Other,8/25/2024,False,False,Wants-based,Standard,3,6.436842105263158
77-031-4898,21,Male,Middle,Widowed,Bachelor's,High,Tancheng,Software & Apps,320.5,10,In-Store,3,4,2.0,Low,Somewhat Sensitive,0,9,Low,Tablet,Cash,3/1/2024,True,False,Need-based,Express,9,15.261904761904763
86-097-9642,27,Male,Middle,Widowed,Master's,Middle,Leon Postigo,Jewelry & Accessories,91.63,3,In-Store,5,2,2.0,,Not Sensitive,0,10,,Tablet,Debit Card,6/30/2024,True,True,Wants-based,Standard,2,3.3937037037037037
64-090-3433,35,Male,Middle,Married,Master's,High,Bollène,Sports & Outdoors,251.93,8,In-Store,3,2,1.0,High,Very Sensitive,2,3,,Tablet,Debit Card,1/2/2024,False,False,Need-based,Standard,7,7.198
96-140-1936,30,Male,Middle,Married,Bachelor's,Middle,Baihe,Luxury Goods,477.35,4,Online,2,5,0.0,High,Very Sensitive,1,2,Low,Desktop,PayPal,12/28/2024,False,False,Need-based,No Preference,14,15.911666666666667
38-830-6976,31,Male,High,Widowed,Master's,Middle,Puqi,Baby Products,86.63,10,Mixed,3,1,2.0,Medium,Somewhat Sensitive,2,2,Low,Tablet,Cash,9/2/2024,True,False,Wants-based,Express,3,2.794516129032258
82-864-1154,50,Bigender,High,Divorced,High School,High,Pedraza,Health Care,474.42,4,In-Store,2,3,0.0,Medium,Not Sensitive,1,9,,Desktop,Debit Card,9/21/2024,True,False,Need-based,No Preference,5,9.4884
79-711-6779,34,Female,High,Widowed,High School,High,Hoolt,Gardening & Outdoors,429.24,7,Mixed,3,5,1.0,High,Not Sensitive,0,1,Low,Tablet,Debit Card,3/27/2024,False,False,Need-based,No Preference,10,12.624705882352941
22-860-9860,24,Female,High,Married,High School,High,Pasinan Barat,Home Appliances,470.38,8,Mixed,2,4,0.0,Medium,Not Sensitive,2,3,High,Smartphone,Other,11/11/2024,True,True,Impulsive,Standard,9,19.599166666666665
72-590-6161,32,Female,Middle,Single,Master's,High,Saltpond,Gardening & Outdoors,495.8,4,Mixed,1,2,1.0,Low,Not Sensitive,0,7,,Tablet,PayPal,9/16/2024,True,True,Wants-based,Standard,10,15.49375
76-213-5806,21,Female,High,Widowed,Bachelor's,Middle,Rende,Electronics,129.64,4,In-Store,3,1,2.0,,Not Sensitive,1,3,Low,Desktop,Debit Card,5/27/2024,False,True,Need-based,Express,3,6.173333333333333
66-894-5431,41,Male,Middle,Single,Master's,High,Zarasai,Mobile Accessories,473.77,9,Online,3,1,2.0,Medium,Very Sensitive,2,9,,Desktop,PayPal,5/2/2024,False,False,Wants-based,No Preference,13,11.555365853658536
20-939-3906,40,Female,High,Married,High School,Middle,Nanchangshan,Electronics,130.84,4,Online,5,5,2.0,Medium,Very Sensitive,2,10,Low,Tablet,PayPal,9/13/2024,True,True,Need-based,Standard,13,3.271
86-390-9555,48,Male,Middle,Single,Master's,High,Pegões,Groceries,436.54,12,Online,3,3,0.0,Medium,Very Sensitive,1,8,Low,Smartphone,Debit Card,5/30/2024,True,False,Wants-based,No Preference,9,9.094583333333334
91-602-0761,25,Female,Middle,Widowed,Bachelor's,Middle,Espírito Santo do Pinhal,Animal Feed,264.01,4,In-Store,3,4,0.0,High,Somewhat Sensitive,1,5,,Desktop,Other,10/21/2024,True,False,Need-based,No Preference,2,10.5604
62-974-7965,30,Female,High,Divorced,Bachelor's,High,Újezd,Travel & Leisure (Flights,58.27,2,In-Store,5,4,1.0,Medium,Somewhat Sensitive,1,4,Medium,Smartphone,Cash,10/15/2024,False,True,Need-based,No Preference,13,1.9423333333333335
21-232-1397,25,Male,Middle,Single,Master's,High,Bhadrapur,Sports & Outdoors,190.76,10,In-Store,5,5,2.0,,Not Sensitive,1,3,High,Desktop,Other,11/7/2024,False,False,Planned,Express,11,7.6304
31-364-4144,40,Female,High,Widowed,Master's,High,Kostrovo,Animal Feed,105.76,8,Online,4,4,2.0,,Very Sensitive,1,8,Medium,Tablet,Credit Card,1/18/2024,False,False,Planned,Express,4,2.644
99-945-7193,24,Female,Middle,Single,Master's,High,Lemery,Hotels,254.29,9,Mixed,5,4,0.0,Medium,Somewhat Sensitive,1,7,Low,Smartphone,Cash,4/30/2024,False,False,Impulsive,Express,3,10.595416666666667
91-053-3261,49,Male,Middle,Divorced,Bachelor's,High,Youcheng,Sports & Outdoors,435.52,9,Online,5,3,2.0,High,Not Sensitive,1,2,Medium,Desktop,Debit Card,11/12/2024,True,False,Impulsive,No Preference,11,8.888163265306122
50-447-5171,50,Female,High,Married,Master's,Middle,Napoli,Office Supplies,235.49,5,In-Store,4,3,1.0,High,Somewhat Sensitive,1,6,,Smartphone,Cash,5/13/2024,True,False,Impulsive,Express,5,4.7098
89-754-7244,45,Male,High,Widowed,Master's,Middle,El Caño,Mobile Accessories,161.34,3,Mixed,2,3,2.0,High,Very Sensitive,1,8,Medium,Tablet,Credit Card,9/28/2024,True,False,Impulsive,No Preference,4,3.5853333333333333
56-072-7011,19,Male,High,Single,Master's,High,Heemstede,Mobile Accessories,167.67,11,In-Store,5,2,1.0,High,Very Sensitive,0,6,Medium,Smartphone,Credit Card,3/18/2024,False,True,Need-based,Express,5,8.824736842105262
74-281-3421,50,Female,Middle,Widowed,High School,High,Panyam,Food & Beverages,96.68,10,Mixed,5,2,2.0,High,Somewhat Sensitive,2,3,,Smartphone,Credit Card,4/13/2024,True,False,Planned,No Preference,10,1.9336000000000002
86-068-2133,32,Male,High,Married,Master's,High,Faraulep,Gardening & Outdoors,234.58,3,Mixed,5,5,2.0,Low,Very Sensitive,2,6,,Desktop,PayPal,4/23/2024,True,False,Impulsive,Standard,1,7.330625
